Mod:Item:MetaData, Localized Name
ProjectE:item.pe_klein_star:3, 四级卡莱恩能量之星
ProjectE:item.pe_klein_star:4, 五级卡莱恩能量之星
ProjectE:item.pe_klein_star:5, 六级卡莱恩能量之星
ProjectE:item.pe_fuel:0, 炼金煤炭
ProjectE:item.pe_fuel:1, 莫比乌斯燃料
ProjectE:item.pe_fuel:2, 永恒燃料
ProjectE:item.pe_covalence_dust:0, 低等共价粉
ProjectE:item.pe_covalence_dust:1, 中等共价粉
ProjectE:item.pe_covalence_dust:2, 高等共价粉
ProjectE:item.pe_matter:0, 暗物质
ProjectE:item.pe_matter:1, 红物质
ProjectE:item.pe_dm_pick, 暗物质镐
ProjectE:item.pe_dm_axe, 暗物质斧
ProjectE:item.pe_dm_shovel, 暗物质铲
ProjectE:item.pe_dm_sword, 暗物质剑
ProjectE:item.pe_dm_hoe, 暗物质锄
ProjectE:item.pe_dm_shears, 暗物质剪刀
ProjectE:item.pe_dm_hammer, 暗物质锤
ProjectE:item.pe_rm_pick, 红物质镐
ProjectE:item.pe_rm_axe, 红物质斧
ProjectE:item.pe_rm_shovel, 红物质铲
ProjectE:item.pe_rm_sword, 红物质剑
ProjectE:item.pe_rm_hoe, 红物质锄
ProjectE:item.pe_rm_shears, 红物质剪刀
ProjectE:item.pe_rm_hammer, 红物质锤
ProjectE:item.pe_rm_katar, 红物质拳剑
ProjectE:item.pe_rm_morning_star, 红物质钉头锤
ProjectE:item.pe_dm_armor_0, 暗物质头盔
ProjectE:item.pe_dm_armor_1, 暗物质胸甲
ProjectE:item.pe_dm_armor_2, 暗物质护腿
ProjectE:item.pe_dm_armor_3, 暗物质靴子
ProjectE:item.pe_rm_armor_0, 红物质头盔
ProjectE:item.pe_rm_armor_1, 红物质胸甲
ProjectE:item.pe_rm_armor_2, 红物质护腿
ProjectE:item.pe_rm_armor_3, 红物质靴子
ProjectE:item.pe_gem_armor_0, 深渊头盔
ProjectE:item.pe_gem_armor_1, 炼狱胸甲
ProjectE:item.pe_gem_armor_2, 重力护腿
ProjectE:item.pe_gem_armor_3, 飓风长靴
ProjectE:item.pe_ring_iron_band, 铁指环
ProjectE:item.pe_black_hole:0, 黑洞指环
ProjectE:item.pe_archangel_smite:0, 大天使的惩戒
ProjectE:item.pe_harvest_god:0, 丰收女神戒指
ProjectE:item.pe_ignition:0, 烈焰指环
ProjectE:item.pe_zero_ring, 零度指环
ProjectE:item.pe_swrg, 疾风戒指
ProjectE:item.pe_time_watch, 时间洪流怀表
ProjectE:item.pe_gem_density, 以太密度宝石
ProjectE:item.pe_divining_rod_1, 探知之杖<初级>
ProjectE:item.pe_divining_rod_2, 探知之杖<中极>
ProjectE:item.pe_divining_rod_3, 探知之杖<高级>
ProjectE:item.pe_mercurial_eye, 墨丘利之眼
ProjectE:item.pe_void_ring, 虚空指环
ProjectE:item.pe_arcana_ring, 奥法指环
ProjectE:item.pe_body_stone:0, 身之宝石
ProjectE:item.pe_soul_stone:0, 灵魂宝石
ProjectE:item.pe_mind_stone:0, 念之宝石
ProjectE:item.pe_life_stone:0, 生命宝石
ProjectE:item.pe_evertide_amulet, 潮汐护符
ProjectE:item.pe_volcanite_amulet, 熔焰护符
ProjectE:item.pe_water_orb, 潮汐宝珠
ProjectE:item.pe_lava_orb, 熔焰宝珠
ProjectE:item.pe_loot_ball, 物质宝珠
ProjectE:item.pe_randomizer, 异变宝珠
ProjectE:item.pe_lens_explosive, 烈性宝珠
ProjectE:item.pe_fire_projectile, item.pe_fire_projectile.name
ProjectE:item.pe_wind_projectile, item.pe_wind_projectile.name
ProjectE:item.pe_destruction_catalyst, 毁灭燧石
ProjectE:item.pe_hyperkinetic_lens, 不稳定水晶
ProjectE:item.pe_catalitic_lens, 催化水晶
ProjectE:item.pe_tome, 炼金术秘卷
ProjectE:item.pe_transmutation_tablet, 便携式转化桌
ProjectE:item.pe_manual, 炼金术士之书[WIP]
academy-craft:ac_Item_developerPortable, 便携能力开发机
academy-craft:ac_Item_inductionFactor, 能力诱导因子
academy-craft:ac_Item_magneticCoil, 高压磁增幅线圈
academy-craft:ac_Item_matterUnit:0, 空单元
academy-craft:ac_Item_matterUnit:1, 虚相位液体单元
academy-craft:ac_Item_matrixCore:0, 基础矩阵核心
academy-craft:ac_Item_matrixCore:1, 改良矩阵核心
academy-craft:ac_Item_matrixCore:2, 高级矩阵核心
academy-craft:ac_Item_DUMMY_ITEM, item.null.name
academy-craft:ac_Item_itemTutorial, 御坂云终端
academy-craft:ac_Item_terminalInstaller, 数据终端
academy-craft:ac_Item_coin, 硬币
academy-craft:ac_Item_magHook, 磁力钩
academy-craft:ac_Item_silbarn, 扩散性支援半导体
academy-craft:ac_Item_logo, item.ac_logo.name
academy-craft:ac_Item_brainComp, 脑波分析模块
academy-craft:ac_Item_calcChip, 计算芯片
academy-craft:ac_Item_constPlate, 束能金属板
academy-craft:ac_Item_convComp, 能量转换模块
academy-craft:ac_Item_crystalLow, 低纯度虚能水晶
academy-craft:ac_Item_crystalNormal, 中纯度虚能水晶
academy-craft:ac_Item_crystalPure, 高纯度虚能水晶
academy-craft:ac_Item_dataChip, 数据芯片
academy-craft:ac_Item_infoComp, 信息处理模块
academy-craft:ac_Item_ingotConst, 束能金属锭
academy-craft:ac_Item_ingotImagSil, 虚像硅锭
academy-craft:ac_Item_resoComp, 共振模块
academy-craft:ac_Item_resoCrystal, 谐振水晶
academy-craft:ac_Item_rfIronPlate, 强化铁板
academy-craft:ac_Item_silPiece, 硅晶片
academy-craft:ac_Item_wafer, 虚像硅晶圆
academy-craft:ac_Item_energyUnit, 能量单元
academy-craft:ac_Item_windgenFan, 风力能量发生机 - 扇叶
academy-craft:ac_Item_needle, 钢针
MagicBees:comb:0, 平凡蜂窝
MagicBees:comb:1, 熔融蜂窝
MagicBees:comb:2, 神秘蜂窝
MagicBees:comb:3, 异域蜂窝
MagicBees:comb:4, 蜕变蜂窝
MagicBees:comb:5, 纸质蜂窝
MagicBees:comb:6, 灵魂蜂窝
MagicBees:wax:0, 魔力蜜蜡
MagicBees:wax:1, 灵魂蜜蜡
MagicBees:wax:2, 遗忘蜜蜡
MagicBees:propolis:0, 不稳定蜂胶
MagicBees:propolis:1, 和风蜂胶
MagicBees:propolis:2, 炽热蜂胶
MagicBees:propolis:3, 奔流蜂胶
MagicBees:propolis:4, 石化蜂胶
MagicBees:propolis:5, 秩序蜂胶
MagicBees:propolis:6, 混沌蜂胶
MagicBees:drop:0, 蕴魔液滴
MagicBees:drop:1, 智慧液滴
MagicBees:drop:2, 不稳定液滴
MagicBees:drop:3, 煤炭液滴
MagicBees:drop:4, 流明液滴
MagicBees:drop:5, 可爱液滴
MagicBees:miscResources:0, 卷章碎片
MagicBees:miscResources:1, 芬芳块
MagicBees:miscResources:2, 浓缩复合物
MagicBees:miscResources:3, 凋灵骷髅骨片
MagicBees:miscResources:4, 凋灵骷髅头骨碎片
MagicBees:miscResources:5, 龙之尘
MagicBees:miscResources:6, 龙之块
MagicBees:miscResources:7, 虚假之命源质
MagicBees:miscResources:8, 暗影之墓源质
MagicBees:miscResources:9, 迷失之时源质
MagicBees:miscResources:10, 恒久不灭源质
MagicBees:miscResources:11, 无尽漠视源质
MagicBees:miscResources:12, 变换不定源质
MagicBees:miscResources:17, 奇异维度
MagicBees:miscResources:18, 风之尘
MagicBees:miscResources:19, 水之尘
MagicBees:miscResources:20, 火之尘
MagicBees:miscResources:21, 地之尘
MagicBees:miscResources:22, 秩序之尘
MagicBees:miscResources:23, 混沌之尘
MagicBees:pollen:0, 罕见花粉
MagicBees:pollen:1, 相位花粉
MagicBees:moonDial, 翡翠色月相盘
MagicBees:jellyBabies, 胶糖娃娃
MagicBees:beeNugget:0, 铁粒
MagicBees:beeNugget:1, 铜粒
MagicBees:beeNugget:2, 锡粒
MagicBees:beeNugget:3, 银粒
MagicBees:beeNugget:4, 铅粒
MagicBees:magnet:0, 神秘磁铁
MagicBees:magnet:2, 神秘磁铁
MagicBees:magnet:4, 神秘磁铁
MagicBees:magnet:6, 神秘磁铁
MagicBees:magnet:8, 神秘磁铁
MagicBees:magnet:10, 神秘磁铁
MagicBees:magnet:12, 神秘磁铁
MagicBees:magnet:14, 神秘磁铁
MagicBees:magnet:16, 神秘磁铁
MagicBees:frameMagic, 魔力框架
MagicBees:frameResilient, 弹力框架
MagicBees:frameGentle, 柔性框架
MagicBees:frameMetabolic, 代谢框架
MagicBees:frameNecrotic, 坏死框架
MagicBees:frameTemporal, 瞬息框架
MagicBees:frameOblivion, 湮灭框架
MagicBees:backpack.thaumaturgeT1, item.backpack.thaumaturgeT1.name
MagicBees:backpack.thaumaturgeT2, item.backpack.thaumaturgeT2.name
MagicBees:item.thaumiumScoop, 奥法捕蜂网
MagicBees:item.thaumiumGrafter, 奥法剪枝器
MagicBees:item.manasteelScoop, 魔钢捕蜂网
MagicBees:item.manasteelGrafter, 魔钢剪枝器
DraconicEvolution:draconicDistructionStaff:0, 龙之权杖
DraconicEvolution:draconicDistructionStaff:0, 龙之权杖
DraconicEvolution:draconicPickaxe:0, 龙之镐
DraconicEvolution:draconicPickaxe:0, 龙之镐
DraconicEvolution:draconicAxe:0, 龙之斧
DraconicEvolution:draconicAxe:0, 龙之斧
DraconicEvolution:draconicShovel:0, 龙之铲
DraconicEvolution:draconicShovel:0, 龙之铲
DraconicEvolution:draconicHoe, 龙之锄
DraconicEvolution:draconicSword, 龙之剑
DraconicEvolution:draconicBow:0, 龙之弓
DraconicEvolution:draconicBow:0, 龙之弓
DraconicEvolution:draconicHelm, 龙之头盔
DraconicEvolution:draconicChest, 龙之胸甲
DraconicEvolution:draconicLeggs, 龙之护腿
DraconicEvolution:draconicBoots, 龙之靴
DraconicEvolution:wyvernPickaxe:0, 双足飞龙镐
DraconicEvolution:wyvernPickaxe:0, 双足飞龙镐
DraconicEvolution:wyvernShovel:0, 双足飞龙铲
DraconicEvolution:wyvernShovel:0, 双足飞龙铲
DraconicEvolution:wyvernSword, 双足飞龙剑
DraconicEvolution:wyvernBow:0, 双足飞龙弓
DraconicEvolution:wyvernBow:0, 双足飞龙弓
DraconicEvolution:wyvernHelm, 双足飞龙头盔
DraconicEvolution:wyvernChest, 双足飞龙胸甲
DraconicEvolution:wyvernLeggs, 双足飞龙护腿
DraconicEvolution:wyvernBoots, 双足飞龙靴
DraconicEvolution:draconicCore, 龙芯
DraconicEvolution:wyvernCore, 双足飞龙核心
DraconicEvolution:awakenedCore, 觉醒核心
DraconicEvolution:chaoticCore, 混沌核心
DraconicEvolution:draconiumDust, 龙尘
DraconicEvolution:draconiumIngot, 龙锭
DraconicEvolution:draconiumBlend, 混合龙尘(已移除)
DraconicEvolution:dragonHeart, 龙之心
DraconicEvolution:teleporterMKI, 错位宝石
DraconicEvolution:teleporterMKII, 高级错位宝石
DraconicEvolution:tclogo, TCLogo
DraconicEvolution:sunFocus, 日光焦点
DraconicEvolution:mobSoul, 怪物灵魂
DraconicEvolution:enderArrow, 末影箭
DraconicEvolution:safetyMatch:0, 安全火柴盒
DraconicEvolution:safetyMatch:1000, 安全火柴
DraconicEvolution:key:0, 钥匙
DraconicEvolution:key:1, 钥匙
DraconicEvolution:creativeStructureSpawner:0, 生成彗星
DraconicEvolution:creativeStructureSpawner:1, 生成末影岛
DraconicEvolution:adminSpawnEgg, item.draconicevolution:adminSpawnEgg.name
DraconicEvolution:infoTablet, 龙之研究信息板
DraconicEvolution:draconicIngot, 觉醒龙锭
DraconicEvolution:draconiumEnergyCore:0, 双足飞龙能量核心
DraconicEvolution:draconiumEnergyCore:1, 龙之能量核心
DraconicEvolution:draconiumFluxCapacitor, item.draconicevolution:draconiumFluxCapacitor.name
DraconicEvolution:wrench, 连接扳手
DraconicEvolution:chaosShard, 混沌碎片
DraconicEvolution:reactorCraftingPart:0, 反应堆稳定器支架
DraconicEvolution:reactorCraftingPart:1, 反应堆稳定器转子
DraconicEvolution:reactorCraftingPart:2, 反应堆稳定器外转子
DraconicEvolution:reactorCraftingPart:3, 反应堆稳定器转子总成
DraconicEvolution:reactorCraftingPart:4, 反应堆稳定器聚能环
DraconicEvolution:nugget:0, 龙粒
DraconicEvolution:nugget:1, 觉醒龙粒
DraconicEvolution:chaosFragment:0, 微小混沌片段
DraconicEvolution:chaosFragment:1, 小混沌片段
DraconicEvolution:chaosFragment:2, 大混乱片段
DraconicEvolution:magnet:0, 物品错位器
DraconicEvolution:magnet:1, 觉醒物品错位器
DraconicEvolution:dezilsMarshmallow, Dezil的棉花糖
ActuallyAdditions:itemMisc:0, Paper Cone
ActuallyAdditions:itemMisc:1, Mashed Food
ActuallyAdditions:itemMisc:2, Knife Blade
ActuallyAdditions:itemMisc:3, Knife Handle
ActuallyAdditions:itemMisc:4, Dough
ActuallyAdditions:itemMisc:5, Black Quartz
ActuallyAdditions:itemMisc:6, Ring
ActuallyAdditions:itemMisc:7, Basic Coil
ActuallyAdditions:itemMisc:8, Advanced Coil
ActuallyAdditions:itemMisc:9, Rice Dough
ActuallyAdditions:itemMisc:10, Tiny Coal
ActuallyAdditions:itemMisc:11, Tiny Charcoal
ActuallyAdditions:itemMisc:12, Rice Slimeball
ActuallyAdditions:itemMisc:13, Canola
ActuallyAdditions:itemMisc:14, Empty Cup
ActuallyAdditions:itemMisc:15, Bat's Wing
ActuallyAdditions:itemMisc:16, Drill Core
ActuallyAdditions:itemMisc:17, Black Dye
ActuallyAdditions:itemMisc:18, Lens
ActuallyAdditions:itemCrateKeeper, Storage Crate Keeper
ActuallyAdditions:itemColorLens, Lens of Color
ActuallyAdditions:itemExplosionLens, Lens of Detonation
ActuallyAdditions:itemDamageLens, Lens of Certain Death
ActuallyAdditions:itemCrystal:0, Restonia Crystal
ActuallyAdditions:itemCrystal:1, Palis Crystal
ActuallyAdditions:itemCrystal:2, Diamatine Crystal
ActuallyAdditions:itemCrystal:3, Void Crystal
ActuallyAdditions:itemCrystal:4, Emeradic Crystal
ActuallyAdditions:itemCrystal:5, Enori Crystal
ActuallyAdditions:itemLaserWrench, Laser Wrench
ActuallyAdditions:itemChestToCrateUpgrade, Chest To Storage Crate Upgrade
ActuallyAdditions:itemBooklet, Actually Additions Manual
ActuallyAdditions:itemGrowthRing:0, Ring of Growth
ActuallyAdditions:itemGrowthRing:0, Ring of Growth
ActuallyAdditions:itemSuctionRing:0, Ring of Magnetizing
ActuallyAdditions:itemSuctionRing:0, Ring of Magnetizing
ActuallyAdditions:itemWaterRemovalRing:0, Ring of Liquid Banning
ActuallyAdditions:itemWaterRemovalRing:0, Ring of Liquid Banning
ActuallyAdditions:itemHelmEmerald, Emerald Helmet
ActuallyAdditions:itemChestEmerald, Emerald Chestplate
ActuallyAdditions:itemPantsEmerald, Emerald Pants
ActuallyAdditions:itemBootsEmerald, Emerald Boots
ActuallyAdditions:itemHelmObsidian, Obsidian Helmet
ActuallyAdditions:itemChestObsidian, Obsidian Chestplate
ActuallyAdditions:itemPantsObsidian, Obsidian Pants
ActuallyAdditions:itemBootsObsidian, Obsidian Boots
ActuallyAdditions:itemHelmQuartz, Black Quartz Helmet
ActuallyAdditions:itemChestQuartz, Black Quartz Chestplate
ActuallyAdditions:itemPantsQuartz, Black Quartz Pants
ActuallyAdditions:itemBootsQuartz, Black Quartz Boots
ActuallyAdditions:itemTeleStaff:0, Teleport Staff
ActuallyAdditions:itemTeleStaff:0, Teleport Staff
ActuallyAdditions:itemWingsOfTheBats, Wings Of The Bats
ActuallyAdditions:itemDrill:0, Drill
ActuallyAdditions:itemDrill:0, Drill
ActuallyAdditions:itemDrill:1, Drill
ActuallyAdditions:itemDrill:1, Drill
ActuallyAdditions:itemDrill:2, Drill
ActuallyAdditions:itemDrill:2, Drill
ActuallyAdditions:itemDrill:3, Drill
ActuallyAdditions:itemDrill:3, Drill
ActuallyAdditions:itemDrill:4, Drill
ActuallyAdditions:itemDrill:4, Drill
ActuallyAdditions:itemDrill:5, Drill
ActuallyAdditions:itemDrill:5, Drill
ActuallyAdditions:itemDrill:6, Drill
ActuallyAdditions:itemDrill:6, Drill
ActuallyAdditions:itemDrill:7, Drill
ActuallyAdditions:itemDrill:7, Drill
ActuallyAdditions:itemDrill:8, Drill
ActuallyAdditions:itemDrill:8, Drill
ActuallyAdditions:itemDrill:9, Drill
ActuallyAdditions:itemDrill:9, Drill
ActuallyAdditions:itemDrill:10, Drill
ActuallyAdditions:itemDrill:10, Drill
ActuallyAdditions:itemDrill:11, Drill
ActuallyAdditions:itemDrill:11, Drill
ActuallyAdditions:itemDrill:12, Drill
ActuallyAdditions:itemDrill:12, Drill
ActuallyAdditions:itemDrill:13, Drill
ActuallyAdditions:itemDrill:13, Drill
ActuallyAdditions:itemDrill:14, Drill
ActuallyAdditions:itemDrill:14, Drill
ActuallyAdditions:itemDrill:15, Drill
ActuallyAdditions:itemDrill:15, Drill
ActuallyAdditions:itemBattery:0, Single Battery
ActuallyAdditions:itemBattery:0, Single Battery
ActuallyAdditions:itemBatteryDouble:0, Double Battery
ActuallyAdditions:itemBatteryDouble:0, Double Battery
ActuallyAdditions:itemBatteryTriple:0, Triple Battery
ActuallyAdditions:itemBatteryTriple:0, Triple Battery
ActuallyAdditions:itemBatteryQuadruple:0, Quadruple Battery
ActuallyAdditions:itemBatteryQuadruple:0, Quadruple Battery
ActuallyAdditions:itemBatteryQuintuple:0, Quintuple Battery
ActuallyAdditions:itemBatteryQuintuple:0, Quintuple Battery
ActuallyAdditions:itemDrillUpgradeSpeed, Drill Speed Augment I
ActuallyAdditions:itemDrillUpgradeSpeedII, Drill Speed Augment II
ActuallyAdditions:itemDrillUpgradeSpeedIII, Drill Speed Augment III
ActuallyAdditions:itemDrillUpgradeSilkTouch, Drill Silk Touch Augment
ActuallyAdditions:itemDrillUpgradeFortune, Drill Fortune Augment I
ActuallyAdditions:itemDrillUpgradeFortuneII, Drill Fortune Augment II (Gives Fortune III!)
ActuallyAdditions:itemDrillUpgradeThreeByThree, Drill Mining Augment I
ActuallyAdditions:itemDrillUpgradeFiveByFive, Drill Mining Augment II
ActuallyAdditions:itemDrillUpgradeBlockPlacing, Drill Block Placing Augment
ActuallyAdditions:itemBucketOil, Oil Bucket
ActuallyAdditions:itemBucketCanolaOil, Canola Oil Bucket
ActuallyAdditions:itemFertilizer, Fertilizer
ActuallyAdditions:itemCoffee, Cup with Coffee
ActuallyAdditions:itemPhantomConnector, Phantom Connector
ActuallyAdditions:itemResonantRice, Resonant Rice
ActuallyAdditions:itemFood:0, Cheese
ActuallyAdditions:itemFood:1, Pumpkin Stew
ActuallyAdditions:itemFood:2, Carrot Juice
ActuallyAdditions:itemFood:3, Fish 'N' Chips
ActuallyAdditions:itemFood:4, French Fries
ActuallyAdditions:itemFood:5, French Fry
ActuallyAdditions:itemFood:6, Spaghetti
ActuallyAdditions:itemFood:7, Noodle
ActuallyAdditions:itemFood:8, Chocolate Cake
ActuallyAdditions:itemFood:9, Chocolate
ActuallyAdditions:itemFood:10, Toast
ActuallyAdditions:itemFood:11, Submarine Sandwich
ActuallyAdditions:itemFood:12, Big Cookie
ActuallyAdditions:itemFood:13, Hamburger
ActuallyAdditions:itemFood:14, Pizza
ActuallyAdditions:itemFood:15, Baguette
ActuallyAdditions:itemFood:16, Rice
ActuallyAdditions:itemFood:17, Rice Bread
ActuallyAdditions:itemFood:18, Doughnut
ActuallyAdditions:itemFood:19, Toast o' Chocolate
ActuallyAdditions:itemFood:20, Bacon
ActuallyAdditions:itemJam:0, CuBaRa-Jam
ActuallyAdditions:itemJam:1, GraKiBa-Jam
ActuallyAdditions:itemJam:2, PlApLe-Jam
ActuallyAdditions:itemJam:3, ChApCi-Jam
ActuallyAdditions:itemJam:4, HoMeKi-Jam
ActuallyAdditions:itemJam:5, PiCo-Jam
ActuallyAdditions:itemJam:6, HoMeCo-Jam
ActuallyAdditions:itemKnife, Knife
ActuallyAdditions:itemCrafterOnAStick, Crafting Table On A Stick
ActuallyAdditions:itemDust:0, Crushed Iron
ActuallyAdditions:itemDust:1, Crushed Gold
ActuallyAdditions:itemDust:2, Crushed Diamond
ActuallyAdditions:itemDust:3, Crushed Emerald
ActuallyAdditions:itemDust:4, Crushed Lapis
ActuallyAdditions:itemDust:5, Crushed Quartz
ActuallyAdditions:itemDust:6, Crushed Coal
ActuallyAdditions:itemDust:7, Crushed Black Quartz
ActuallyAdditions:itemSolidifiedExperience, Solidified Experience
ActuallyAdditions:itemLeafBlower, Leaf Blower
ActuallyAdditions:itemLeafBlowerAdvanced, Advanced Leaf Blower
ActuallyAdditions:itemPotionRing:0, Ring of 速度
ActuallyAdditions:itemPotionRing:1, Ring of 急迫
ActuallyAdditions:itemPotionRing:2, Ring of 力量
ActuallyAdditions:itemPotionRing:3, Ring of 跳跃提升
ActuallyAdditions:itemPotionRing:4, Ring of 生命恢复
ActuallyAdditions:itemPotionRing:5, Ring of 抗性提升
ActuallyAdditions:itemPotionRing:6, Ring of 防火
ActuallyAdditions:itemPotionRing:7, Ring of 水下呼吸
ActuallyAdditions:itemPotionRing:8, Ring of 隐身
ActuallyAdditions:itemPotionRing:9, Ring of 夜视
ActuallyAdditions:itemPotionRingAdvanced:0, Advanced Ring of 速度
ActuallyAdditions:itemPotionRingAdvanced:1, Advanced Ring of 急迫
ActuallyAdditions:itemPotionRingAdvanced:2, Advanced Ring of 力量
ActuallyAdditions:itemPotionRingAdvanced:3, Advanced Ring of 跳跃提升
ActuallyAdditions:itemPotionRingAdvanced:4, Advanced Ring of 生命恢复
ActuallyAdditions:itemPotionRingAdvanced:5, Advanced Ring of 抗性提升
ActuallyAdditions:itemPotionRingAdvanced:6, Advanced Ring of 防火
ActuallyAdditions:itemPotionRingAdvanced:7, Advanced Ring of 水下呼吸
ActuallyAdditions:itemPotionRingAdvanced:8, Advanced Ring of 隐身
ActuallyAdditions:itemPotionRingAdvanced:9, Advanced Ring of 夜视
ActuallyAdditions:itemHairyBall, Ball of Fur
ActuallyAdditions:itemCoffeeBeans, Coffee Beans
ActuallyAdditions:itemRiceSeed, Rice Seeds
ActuallyAdditions:itemCanolaSeed, Canola Seeds
ActuallyAdditions:itemFlaxSeed, Flax Seeds
ActuallyAdditions:itemCoffeeSeed, Coffee Seeds
ActuallyAdditions:itemPickaxeEmerald, Emerald Pickaxe
ActuallyAdditions:itemAxeEmerald, Emerald Axe
ActuallyAdditions:itemShovelEmerald, Emerald Shovel
ActuallyAdditions:itemSwordEmerald, Emerald Sword
ActuallyAdditions:itemHoeEmerald, Emerald Hoe
ActuallyAdditions:itemPickaxeObsidian, Obsidian Pickaxe
ActuallyAdditions:itemAxeObsidian, Obsidian Axe
ActuallyAdditions:itemShovelObsidian, Obsidian Shovel
ActuallyAdditions:itemSwordObsidian, Obsidian Sword
ActuallyAdditions:itemHoeObsidian, Obsidian Hoe
ActuallyAdditions:itemPickaxeQuartz, Black Quartz Pickaxe
ActuallyAdditions:itemAxeQuartz, Black Quartz Axe
ActuallyAdditions:itemShovelQuartz, Black Quartz Shovel
ActuallyAdditions:itemSwordQuartz, Black Quartz Sword
ActuallyAdditions:itemHoeQuartz, Black Quartz Hoe
ActuallyAdditions:woodenPaxel, Wooden AIOT
ActuallyAdditions:stonePaxel, Stone AIOT
ActuallyAdditions:ironPaxel, Iron AIOT
ActuallyAdditions:goldPaxel, Golden AIOT
ActuallyAdditions:diamondPaxel, Diamond AIOT
ActuallyAdditions:emeraldPaxel, Emerald AIOT
ActuallyAdditions:obsidianPaxel, Obsidian AIOT
ActuallyAdditions:quartzPaxel, Black Quartz AIOT
ActuallyAdditions:itemPickaxeCrystalRed, Restonia Crystal Pickaxe
ActuallyAdditions:itemAxeCrystalRed, Restonia Crystal Axe
ActuallyAdditions:itemShovelCrystalRed, Restonia Crystal Shovel
ActuallyAdditions:itemSwordCrystalRed, Restonia Crystal Sword
ActuallyAdditions:itemHoeCrystalRed, Restonia Crystal Hoe
ActuallyAdditions:itemHelmCrystalRed, Restonia Crystal Helmet
ActuallyAdditions:itemChestCrystalRed, Restonia Crystal Chestplate
ActuallyAdditions:itemPantsCrystalRed, Restonia Crystal Pants
ActuallyAdditions:itemBootsCrystalRed, Restonia Crystal Boots
ActuallyAdditions:itemPaxelCrystalRed, Restonia Crystal AIOT
ActuallyAdditions:itemPickaxeCrystalBlue, Palis Crystal Pickaxe
ActuallyAdditions:itemAxeCrystalBlue, Palis Crystal Axe
ActuallyAdditions:itemShovelCrystalBlue, Palis Crystal Shovel
ActuallyAdditions:itemSwordCrystalBlue, Palis Crystal Sword
ActuallyAdditions:itemHoeCrystalBlue, Palis Crystal Hoe
ActuallyAdditions:itemHelmCrystalBlue, Palis Crystal Helmet
ActuallyAdditions:itemChestCrystalBlue, Palis Crystal Chestplate
ActuallyAdditions:itemPantsCrystalBlue, Palis Crystal Pants
ActuallyAdditions:itemBootsCrystalBlue, Palis Crystal Boots
ActuallyAdditions:itemPaxelCrystalBlue, Palis Crystal AIOT
ActuallyAdditions:itemPickaxeCrystalLightBlue, Diamatine Crystal Pickaxe
ActuallyAdditions:itemAxeCrystalLightBlue, Diamatine Crystal Axe
ActuallyAdditions:itemShovelCrystalLightBlue, Diamatine Crystal Shovel
ActuallyAdditions:itemSwordCrystalLightBlue, Diamatine Crystal Sword
ActuallyAdditions:itemHoeCrystalLightBlue, Diamatine Crystal Hoe
ActuallyAdditions:itemHelmCrystalLightBlue, Diamatine Crystal Helmet
ActuallyAdditions:itemChestCrystalLightBlue, Diamatine Crystal Chestplate
ActuallyAdditions:itemPantsCrystalLightBlue, Diamatine Crystal Pants
ActuallyAdditions:itemBootsCrystalLightBlue, Diamatine Crystal Boots
ActuallyAdditions:itemPaxelCrystalLightBlue, Diamatine Crystal AIOT
ActuallyAdditions:itemPickaxeCrystalBlack, Void Crystal Pickaxe
ActuallyAdditions:itemAxeCrystalBlack, Void Crystal Axe
ActuallyAdditions:itemShovelCrystalBlack, Void Crystal Shovel
ActuallyAdditions:itemSwordCrystalBlack, Void Crystal Sword
ActuallyAdditions:itemHoeCrystalBlack, Void Crystal Hoe
ActuallyAdditions:itemHelmCrystalBlack, Void Crystal Helmet
ActuallyAdditions:itemChestCrystalBlack, Void Crystal Chestplate
ActuallyAdditions:itemPantsCrystalBlack, Void Crystal Pants
ActuallyAdditions:itemBootsCrystalBlack, Void Crystal Boots
ActuallyAdditions:itemPaxelCrystalBlack, Void Crystal AIOT
ActuallyAdditions:itemPickaxeCrystalGreen, Emeradic Crystal Pickaxe
ActuallyAdditions:itemAxeCrystalGreen, Emeradic Crystal Axe
ActuallyAdditions:itemShovelCrystalGreen, Emeradic Crystal Shovel
ActuallyAdditions:itemSwordCrystalGreen, Emeradic Crystal Sword
ActuallyAdditions:itemHoeCrystalGreen, Emeradic Crystal Hoe
ActuallyAdditions:itemHelmCrystalGreen, Emeradic Crystal Helmet
ActuallyAdditions:itemChestCrystalGreen, Emeradic Crystal Chest
ActuallyAdditions:itemPantsCrystalGreen, Emeradic Crystal Pants
ActuallyAdditions:itemBootsCrystalGreen, Emeradic Crystal Boots
ActuallyAdditions:itemPaxelCrystalGreen, Emeradic Crystal AIOT
ActuallyAdditions:itemPickaxeCrystalWhite, Enori Crystal Pickaxe
ActuallyAdditions:itemAxeCrystalWhite, Enori Crystal Axe
ActuallyAdditions:itemShovelCrystalWhite, Enori Crystal Shovel
ActuallyAdditions:itemSwordCrystalWhite, Enori Crystal Sword
ActuallyAdditions:itemHoeCrystalWhite, Enori Crystal Hoe
ActuallyAdditions:itemHelmCrystalWhite, Enori Crystal Helmet
ActuallyAdditions:itemChestCrystalWhite, Enori Crystal Chest
ActuallyAdditions:itemPantsCrystalWhite, Enori Crystal Pants
ActuallyAdditions:itemBootsCrystalWhite, Enori Crystal Boots
